id,year,league,team,teamID,parkID,spanFirst,spanLast,games,openings,attendance,createdAt,updatedAt
304,1890,AA,BR4,1890BR4,NYC18,1890-04-17,1890-06-08,28,3,6362,,
305,1890,NL,BRO,1890BRO,NYC08,1890-04-28,1890-10-03,74,5,15061,,
306,1890,PL,BRP,1890BRP,NYC11,1890-04-28,1890-09-12,66,7,8134,,
307,1890,NL,BSN,1890BSN,BOS03,1890-04-19,1890-09-16,66,2,6691,,
308,1890,PL,BSP,1890BSP,BOS04,1890-04-19,1890-09-10,73,6,28726,,
309,1890,NL,CHN,1890CHN,CHI06,1890-04-29,1890-10-03,74,7,19510,,
310,1890,PL,CHP,1890CHP,CHI07,1890-05-05,1890-10-04,70,9,41725,,
311,1890,NL,CIN,1890CIN,CIN04,1890-04-19,1890-10-03,73,6,24264,,
312,1890,NL,CL4,1890CL4,CLE03,1890-04-25,1890-10-04,63,4,6150,,
313,1890,NL,CL4,1890CL4,DET01,1890-09-23,1890-09-23,1,1,2000,,
314,1890,NL,CL4,1890CL4,IND06,1890-07-28,1890-08-02,6,0,0,,
315,1890,AA,CL6,1890CL6,COL02,1890-04-17,1890-10-13,71,1,4000,,
316,1890,PL,CLP,1890CLP,CLE04,1890-04-30,1890-10-04,62,9,13238,,
317,1890,AA,LS2,1890LS2,LOU02,1890-04-18,1890-10-14,74,4,35269,,
318,1890,NL,NY1,1890NY1,NYC09,1890-04-19,1890-09-13,66,5,10054,,
319,1890,PL,NYP,1890NYP,NYC10,1890-04-19,1890-09-18,66,8,26684,,
320,1890,AA,PH4,1890PH4,GLO01,1890-04-27,1890-10-12,13,0,0,,
321,1890,AA,PH4,1890PH4,PHI01,1890-04-17,1890-10-11,59,1,11810,,
322,1890,NL,PHI,1890PHI,PHI06,1890-04-29,1890-09-10,76,4,11166,,
323,1890,PL,PHP,1890PHP,PHI07,1890-04-30,1890-09-17,65,6,33755,,
324,1890,NL,PIT,1890PIT,CAN02,1890-09-18,1890-09-18,1,0,0,,
325,1890,NL,PIT,1890PIT,PIT04,1890-04-19,1890-09-30,38,7,4275,,
326,1890,NL,PIT,1890PIT,WHE01,1890-09-22,1890-09-22,1,0,0,,
327,1890,PL,PTP,1890PTP,PIT05,1890-04-19,1890-10-04,65,8,28389,,
328,1890,AA,RC2,1890RC2,IRO01,1890-05-11,1890-07-20,6,0,0,,
329,1890,AA,RC2,1890RC2,ROC01,1890-04-28,1890-10-04,57,0,0,,
330,1890,AA,SL4,1890SL4,STL03,1890-04-22,1890-10-10,72,1,6775,,
331,1890,AA,SR2,1890SR2,SYR02,1890-04-28,1890-10-04,54,1,1165,,
332,1890,AA,SR2,1890SR2,SYR03,1890-08-03,1890-08-03,1,0,0,,
333,1890,AA,SR2,1890SR2,THR01,1890-05-18,1890-07-20,5,0,0,,
334,1890,AA,TL2,1890TL2,TOL03,1890-05-01,1890-10-02,68,2,7800,,
335,1891,AA,BL3,1891BL3,BAL06,1891-04-08,1891-05-09,14,1,5800,,
336,1891,AA,BL3,1891BL3,BAL07,1891-05-11,1891-10-03,56,0,0,,
337,1891,NL,BRO,1891BRO,NYC11,1891-04-27,1891-09-30,72,0,0,,
338,1891,AA,BS2,1891BS2,BOS04,1891-04-18,1891-10-03,70,1,5000,,
339,1891,NL,BSN,1891BSN,BOS03,1891-04-27,1891-09-30,73,0,0,,
340,1891,NL,CHN,1891CHN,CHI06,1891-05-01,1891-10-02,31,0,0,,
341,1891,NL,CHN,1891CHN,CHI07,1891-05-05,1891-10-03,36,0,0,,
342,1891,NL,CIN,1891CIN,CIN04,1891-04-22,1891-09-23,67,0,0,,
343,1891,NL,CL4,1891CL4,CLE05,1891-05-01,1891-10-03,69,0,0,,
344,1891,AA,CL6,1891CL6,COL02,1891-04-18,1891-09-22,62,1,1209,,
345,1891,AA,CN3,1891CN3,PEN01,1891-04-25,1891-08-13,45,1,4125,,
346,1891,AA,LS2,1891LS2,LOU02,1891-04-08,1891-09-27,71,0,0,,
347,1891,AA,ML3,1891ML3,MIL03,1891-09-10,1891-10-04,20,1,300,,
348,1891,AA,ML3,1891ML3,MIN01,1891-10-02,1891-10-02,1,0,0,,
349,1891,NL,NY1,1891NY1,NYC10,1891-04-22,1891-10-03,69,1,10000,,
350,1891,AA,PH4,1891PH4,PHI07,1891-04-08,1891-10-05,72,1,2169,,
351,1891,NL,PHI,1891PHI,PHI06,1891-04-22,1891-10-03,69,1,5000,,
352,1891,NL,PIT,1891PIT,PIT05,1891-04-22,1891-09-30,66,1,5500,,
353,1891,AA,SL4,1891SL4,STL03,1891-04-08,1891-10-04,74,3,7377,,
354,1891,AA,WS9,1891WS9,WAS06,1891-04-13,1891-10-06,72,0,0,,
355,1892,NL,BLN,1892BLN,BAL07,1892-04-12,1892-10-15,77,2,2792,,
356,1892,NL,BRO,1892BRO,NYC11,1892-04-22,1892-10-11,78,2,4471,,
357,1892,NL,BSN,1892BSN,BOS03,1892-04-21,1892-10-08,76,3,11263,,
358,1892,NL,CHN,1892CHN,CHI07,1892-04-23,1892-10-06,67,2,600,,
359,1892,NL,CIN,1892CIN,CIN04,1892-04-12,1892-10-15,80,2,7550,,
360,1892,NL,CL4,1892CL4,CLE05,1892-04-21,1892-10-15,79,1,2000,,
361,1892,NL,LS3,1892LS3,LOU02,1892-04-12,1892-10-09,70,1,1400,,
362,1892,NL,NY1,1892NY1,NYC10,1892-04-23,1892-10-12,79,1,1385,,
363,1892,NL,PHI,1892PHI,PHI06,1892-04-12,1892-10-15,79,2,7311,,
364,1892,NL,PHI,1892PHI,PIT05,1892-06-30,1892-06-30,2,0,0,,
365,1892,NL,PIT,1892PIT,PIT05,1892-04-22,1892-10-12,89,2,4740,,
366,1892,NL,SLN,1892SLN,KAN03,1892-08-23,1892-10-15,3,0,0,,
367,1892,NL,SLN,1892SLN,STL03,1892-04-12,1892-10-13,72,2,11000,,
368,1892,NL,WAS,1892WAS,WAS06,1892-04-12,1892-10-15,70,2,8665,,
369,1893,NL,BLN,1893BLN,BAL07,1893-04-29,1893-09-13,60,1,2400,,
370,1893,NL,BRO,1893BRO,NYC11,1893-05-05,1893-09-09,67,0,0,,
371,1893,NL,BSN,1893BSN,BOS03,1893-05-15,1893-09-09,65,2,4860,,
372,1893,NL,CHN,1893CHN,CHI07,1893-05-13,1893-05-24,8,1,3500,,
373,1893,NL,CHN,1893CHN,CHI08,1893-05-14,1893-09-27,65,1,1123,,
374,1893,NL,CIN,1893CIN,CIN04,1893-04-27,1893-09-29,66,3,7180,,
375,1893,NL,CL4,1893CL4,CLE05,1893-05-04,1893-09-30,70,1,2800,,
376,1893,NL,LS3,1893LS3,LOU02,1893-05-04,1893-05-04,1,0,0,,
377,1893,NL,LS3,1893LS3,LOU03,1893-05-22,1893-09-29,52,0,0,,
378,1893,NL,NY1,1893NY1,NYC10,1893-04-28,1893-09-09,71,4,35250,,
379,1893,NL,PHI,1893PHI,PHI06,1893-04-28,1893-09-04,66,4,38516,,
380,1893,NL,PIT,1893PIT,PIT05,1893-04-27,1893-09-30,73,0,0,,
381,1893,NL,SLN,1893SLN,STL05,1893-04-27,1893-09-30,72,1,20000,,
382,1893,NL,WAS,1893WAS,WAS06,1893-04-27,1893-08-31,49,3,15678,,
383,1894,NL,BLN,1894BLN,BAL07,1894-04-19,1894-09-06,67,59,304881,,
384,1894,NL,BRO,1894BRO,NYC11,1894-04-21,1894-09-06,69,50,183180,,
385,1894,NL,BSN,1894BSN,BOS03,1894-04-19,1894-05-14,4,2,15500,,
386,1894,NL,BSN,1894BSN,BOS04,1894-05-16,1894-06-20,27,21,43083,,
387,1894,NL,BSN,1894BSN,BOS05,1894-07-20,1894-09-06,32,27,75289,,
388,1894,NL,CHN,1894CHN,CHI08,1894-05-04,1894-09-30,68,67,256937,,
389,1894,NL,CIN,1894CIN,CIN05,1894-04-20,1894-09-30,66,55,160387,,
390,1894,NL,CL4,1894CL4,CLE05,1894-05-03,1894-09-29,59,48,72397,,
391,1894,NL,LS3,1894LS3,LOU03,1894-04-20,1894-09-30,62,51,81606,,
392,1894,NL,NY1,1894NY1,NYC10,1894-04-28,1894-09-06,71,60,370180,,
393,1894,NL,PHI,1894PHI,PHI06,1894-04-21,1894-08-04,43,32,205301,,
394,1894,NL,PHI,1894PHI,PHI08,1894-08-11,1894-08-17,6,5,11950,,
395,1894,NL,PHI,1894PHI,PHI14,1894-08-18,1894-09-06,22,17,72722,,
396,1894,NL,PIT,1894PIT,PIT05,1894-05-03,1894-09-29,75,65,161684,,
397,1894,NL,SLN,1894SLN,STL05,1894-04-19,1894-09-30,66,54,173072,,
398,1894,NL,WAS,1894WAS,WAS06,1894-04-19,1894-09-06,62,45,103069,,
399,1895,NL,BLN,1895BLN,BAL07,1895-04-18,1895-09-26,67,1,14000,,
400,1895,NL,BRO,1895BRO,NYC11,1895-05-01,1895-09-25,67,1,15000,,
401,1895,NL,BSN,1895BSN,BOS05,1895-04-19,1895-09-21,68,1,15000,,
402,1895,NL,CHN,1895CHN,CHI08,1895-05-02,1895-09-29,67,0,0,,
403,1895,NL,CIN,1895CIN,CIN05,1895-04-18,1895-09-21,65,1,17000,,
404,1895,NL,CL4,1895CL4,CLE05,1895-05-01,1895-09-21,62,0,0,,
405,1895,NL,LS3,1895LS3,LOU03,1895-04-18,1895-09-29,59,1,5000,,
406,1895,NL,NY1,1895NY1,NYC10,1895-04-18,1895-09-30,67,2,20400,,
407,1895,NL,PHI,1895PHI,PHI09,1895-05-02,1895-09-30,73,2,21000,,
408,1895,NL,PIT,1895PIT,PIT05,1895-05-01,1895-09-18,67,0,0,,
409,1895,NL,SLN,1895SLN,STL05,1895-04-18,1895-09-28,68,1,6000,,
410,1895,NL,WAS,1895WAS,WAS06,1895-04-20,1895-09-30,69,2,5200,,
411,1896,NL,BLN,1896BLN,BAL07,1896-04-16,1896-09-22,67,0,0,,
412,1896,NL,BRO,1896BRO,NYC11,1896-04-29,1896-09-22,65,0,0,,
413,1896,NL,BSN,1896BSN,BOS05,1896-04-20,1896-09-07,67,0,0,,
414,1896,NL,CHN,1896CHN,CHI08,1896-04-30,1896-08-13,68,0,0,,
415,1896,NL,CIN,1896CIN,CIN05,1896-04-16,1896-09-20,66,0,0,,
416,1896,NL,CL4,1896CL4,CLE05,1896-05-02,1896-09-26,64,0,0,,
417,1896,NL,LS3,1896LS3,LOU03,1896-04-16,1896-09-15,64,0,0,,
418,1896,NL,NY1,1896NY1,NYC10,1896-04-21,1896-09-26,66,0,0,,
419,1896,NL,PHI,1896PHI,PHI09,1896-04-16,1896-09-26,69,0,0,,
420,1896,NL,PIT,1896PIT,PIT05,1896-04-21,1896-09-21,66,0,0,,
421,1896,NL,SLN,1896SLN,STL05,1896-04-16,1896-09-26,62,0,0,,
422,1896,NL,WAS,1896WAS,WAS06,1896-04-16,1896-09-26,68,0,0,,
423,1897,NL,BLN,1897BLN,BAL07,1897-04-22,1897-10-02,69,1,25000,,
424,1897,NL,BRO,1897BRO,NYC11,1897-05-03,1897-10-02,70,0,0,,
425,1897,NL,BSN,1897BSN,BOS05,1897-04-19,1897-09-22,67,1,14500,,
426,1897,NL,CHN,1897CHN,CHI08,1897-05-04,1897-09-19,67,0,0,,
427,1897,NL,CIN,1897CIN,CIN05,1897-04-22,1897-09-19,68,2,29000,,
428,1897,NL,CL4,1897CL4,CLE05,1897-05-03,1897-09-26,65,0,0,,
429,1897,NL,LS3,1897LS3,LOU03,1897-04-22,1897-10-03,68,1,10000,,
430,1897,NL,NY1,1897NY1,NYC10,1897-04-26,1897-10-02,76,2,30000,,
431,1897,NL,PHI,1897PHI,PHI09,1897-04-22,1897-09-22,67,0,0,,
432,1897,NL,PIT,1897PIT,PIT05,1897-05-03,1897-10-02,65,0,0,,
433,1897,NL,SLN,1897SLN,STL05,1897-04-22,1897-10-03,61,1,10000,,
434,1897,NL,WAS,1897WAS,WAS06,1897-04-22,1897-09-14,68,0,0,,
435,1898,NL,BLN,1898BLN,BAL07,1898-04-16,1898-10-15,76,0,0,,
436,1898,NL,BRO,1898BRO,NYC12,1898-04-30,1898-10-12,72,0,0,,
437,1898,NL,BRO,1898BRO,WNY01,1898-09-18,1898-10-02,2,1,2000,,
438,1898,NL,BSN,1898BSN,BOS05,1898-04-19,1898-10-04,79,0,0,,
439,1898,NL,CHN,1898CHN,CHI08,1898-04-29,1898-10-09,89,0,0,,
440,1898,NL,CIN,1898CIN,CIN05,1898-04-15,1898-10-09,89,0,0,,
441,1898,NL,CL4,1898CL4,CHI08,1898-10-08,1898-10-08,1,0,0,,
442,1898,NL,CL4,1898CL4,CLE05,1898-04-29,1898-08-26,40,0,0,,
443,1898,NL,CL4,1898CL4,CLL01,1898-06-12,1898-06-19,2,0,0,,
444,1898,NL,CL4,1898CL4,PHI09,1898-07-29,1898-08-11,9,0,0,,
445,1898,NL,CL4,1898CL4,ROC02,1898-08-27,1898-08-29,2,0,0,,
446,1898,NL,CL4,1898CL4,ROC03,1898-08-28,1898-08-28,1,0,0,,
447,1898,NL,CL4,1898CL4,STL05,1898-09-28,1898-09-29,2,0,0,,
448,1898,NL,LS3,1898LS3,LOU03,1898-04-15,1898-10-15,79,1,5000,,
449,1898,NL,NY1,1898NY1,NYC10,1898-04-16,1898-10-15,75,0,0,,
450,1898,NL,NY1,1898NY1,WNY01,1898-09-11,1898-09-11,1,0,0,,
451,1898,NL,PHI,1898PHI,PHI09,1898-04-16,1898-10-15,81,0,0,,
452,1898,NL,PIT,1898PIT,PIT05,1898-04-29,1898-10-13,75,0,0,,
453,1898,NL,SLN,1898SLN,STL05,1898-04-15,1898-10-07,66,0,0,,
454,1898,NL,WAS,1898WAS,WAS06,1898-04-18,1898-10-12,80,0,0,,
455,1899,NL,BLN,1899BLN,BAL07,1899-04-15,1899-10-10,77,0,0,,
456,1899,NL,BRO,1899BRO,NYC12,1899-04-15,1899-10-14,78,0,0,,
457,1899,NL,BSN,1899BSN,BOS05,1899-04-19,1899-10-14,80,1,15000,,
458,1899,NL,CHN,1899CHN,CHI08,1899-04-27,1899-10-15,85,0,0,,
459,1899,NL,CIN,1899CIN,CIN05,1899-04-15,1899-10-15,88,0,0,,
460,1899,NL,CL4,1899CL4,CLE05,1899-05-01,1899-08-30,41,0,0,,
461,1899,NL,CL4,1899CL4,STL05,1899-09-24,1899-09-24,1,0,0,,
462,1899,NL,LS3,1899LS3,LOU03,1899-04-14,1899-08-02,51,0,0,,
463,1899,NL,LS3,1899LS3,LOU04,1899-08-22,1899-09-02,12,0,0,,
464,1899,NL,NY1,1899NY1,NYC10,1899-04-20,1899-10-11,72,0,0,,
465,1899,NL,NY1,1899NY1,WNY01,1899-06-04,1899-09-17,4,0,0,,
466,1899,NL,PHI,1899PHI,PHI09,1899-04-14,1899-10-10,83,1,12000,,
467,1899,NL,PIT,1899PIT,PIT05,1899-04-28,1899-10-14,85,1,6000,,
468,1899,NL,SLN,1899SLN,STL05,1899-04-15,1899-10-09,87,1,15000,,
469,1899,NL,WAS,1899WAS,WAS06,1899-04-18,1899-10-14,79,0,0,,
470,1900,NL,BRO,1900BRO,NYC12,4/21/00,10/12/00,73,4,37700,,
471,1900,NL,BSN,1900BSN,BOS05,4/19/00,10/4/00,73,11,43800,,
472,1900,NL,CHN,1900CHN,CHI08,4/27/00,10/8/00,77,5,23250,,
473,1900,NL,CIN,1900CIN,CIN05,4/19/00,10/5/00,63,3,18500,,
474,1900,NL,NY1,1900NY1,NYC10,4/19/00,10/13/00,71,6,50800,,
475,1900,NL,PHI,1900PHI,PHI09,4/20/00,10/13/00,70,5,51779,,
476,1900,NL,PIT,1900PIT,PIT05,4/26/00,10/13/00,70,2,15100,,
477,1900,NL,SLN,1900SLN,STL05,4/19/00,10/14/00,72,5,48000,,
478,1901,AL,BLA,1901BLA,BAL09,4/26/01,9/28/01,66,0,0,,
479,1901,AL,BOS,1901BOS,BOS06,5/8/01,9/28/01,69,0,0,,
480,1901,NL,BRO,1901BRO,NYC12,4/19/01,10/5/01,68,3,20800,,
481,1901,NL,BSN,1901BSN,BOS05,4/19/01,9/14/01,70,1,2500,,
482,1901,AL,CHA,1901CHA,CHI09,4/24/01,9/15/01,71,3,16700,,
483,1901,NL,CHN,1901CHN,CHI08,4/26/01,10/6/01,70,0,0,,
484,1901,NL,CIN,1901CIN,CIN05,4/20/01,10/6/01,72,0,0,,
485,1901,AL,CLE,1901CLE,CLE05,4/29/01,9/13/01,69,3,12655,,
486,1901,AL,DET,1901DET,DET02,4/25/01,9/14/01,57,2,15948,,
487,1901,AL,DET,1901DET,DET03,4/28/01,9/15/01,13,0,0,,
488,1901,AL,MLA,1901MLA,MIL04,5/3/01,9/12/01,70,2,6000,,
489,1901,NL,NY1,1901NY1,NYC10,4/26/01,9/16/01,71,2,31000,,
490,1901,AL,PHA,1901PHA,PHI10,4/26/01,9/28/01,66,0,0,,
491,1901,NL,PHI,1901PHI,PHI09,4/18/01,10/5/01,69,1,20000,,
492,1901,NL,PIT,1901PIT,PIT05,4/27/01,10/2/01,69,0,0,,
493,1901,NL,SLN,1901SLN,STL05,4/19/01,9/30/01,72,0,0,,
494,1901,AL,WS1,1901WS1,WAS07,4/29/01,9/27/01,68,1,8000,,
495,1902,AL,BLA,1902BLA,BAL09,4/23/02,9/29/02,64,0,0,,
496,1902,AL,BOS,1902BOS,BOS06,4/19/02,9/18/02,71,0,0,,
497,1902,NL,BRO,1902BRO,NYC12,4/17/02,9/30/02,69,0,0,,
498,1902,NL,BSN,1902BSN,BOS05,4/19/02,10/4/02,72,0,0,,
499,1902,AL,CHA,1902CHA,CHI09,4/23/02,9/25/02,72,0,0,,
500,1902,NL,CHN,1902CHN,CHI08,4/21/02,9/28/02,72,0,0,,
501,1902,NL,CIN,1902CIN,CIN06,4/17/02,9/28/02,70,0,0,,
502,1902,AL,CLE,1902CLE,CAN01,6/15/02,6/15/02,1,0,0,,
503,1902,AL,CLE,1902CLE,CLE05,5/6/02,9/23/02,60,0,0,,
504,1902,AL,CLE,1902CLE,COL03,8/3/02,8/3/02,1,0,0,,
505,1902,AL,CLE,1902CLE,DAY01,6/8/02,6/8/02,1,0,0,,
506,1902,AL,CLE,1902CLE,FOR03,6/22/02,8/31/02,2,0,0,,
507,1902,AL,DET,1902DET,DET02,5/1/02,9/27/02,57,0,0,,
508,1902,AL,DET,1902DET,DET03,5/4/02,9/7/02,10,0,0,,
509,1902,NL,NY1,1902NY1,NYC10,4/17/02,9/29/02,71,0,0,,
510,1902,AL,PHA,1902PHA,PHI10,5/2/02,9/24/02,73,0,0,,
511,1902,NL,PHI,1902PHI,PHI09,4/18/02,10/3/02,69,0,0,,
512,1902,NL,PIT,1902PIT,PIT05,4/22/02,10/4/02,71,0,0,,
513,1902,AL,SLA,1902SLA,STL06,4/23/02,9/28/02,73,0,0,,
514,1902,NL,SLN,1902SLN,STL05,4/17/02,10/5/02,70,0,0,,
515,1902,AL,WS1,1902WS1,WAS07,4/23/02,9/27/02,68,0,0,,
516,1903,AL,BOS,1903BOS,BOS06,4/20/03,9/28/03,70,0,0,,
517,1903,NL,BRO,1903BRO,NYC12,4/21/03,9/9/03,73,0,0,,
518,1903,NL,BSN,1903BSN,BOS05,4/20/03,9/8/03,67,0,0,,
519,1903,NL,BSN,1903BSN,WAR01,9/6/03,9/6/03,1,0,0,,
520,1903,AL,CHA,1903CHA,CHI09,5/1/03,9/6/03,70,0,0,,
521,1903,NL,CHN,1903CHN,CHI08,4/22/03,9/27/03,73,0,0,,
522,1903,NL,CIN,1903CIN,CIN06,4/16/03,9/27/03,76,0,0,,
523,1903,AL,CLE,1903CLE,CAN01,5/10/03,6/21/03,2,0,0,,
524,1903,AL,CLE,1903CLE,CLE05,4/28/03,9/12/03,71,0,0,,
525,1903,AL,CLE,1903CLE,COL03,5/17/03,5/17/03,1,0,0,,
526,1903,AL,DET,1903DET,DET02,4/22/03,9/14/03,62,0,0,,
527,1903,AL,DET,1903DET,GRA01,5/24/03,5/24/03,1,0,0,,
528,1903,AL,DET,1903DET,TOL04,6/28/03,8/16/03,2,0,0,,
529,1903,NL,NY1,1903NY1,NYC10,4/17/03,9/8/03,70,0,0,,
530,1903,AL,NYA,1903NYA,NYC13,4/30/03,9/29/03,67,0,0,,
531,1903,AL,PHA,1903PHA,PHI10,4/22/03,9/29/03,67,0,0,,
532,1903,NL,PHI,1903PHI,PHI09,4/17/03,8/8/03,45,0,0,,
533,1903,NL,PHI,1903PHI,PHI10,8/20/03,9/10/03,16,0,0,,
534,1903,NL,PIT,1903PIT,PIT05,4/21/03,9/26/03,70,0,0,,
535,1903,AL,SLA,1903SLA,STL06,4/22/03,9/13/03,70,0,0,,
536,1903,NL,SLN,1903SLN,STL05,4/16/03,9/27/03,69,0,0,,
537,1903,AL,WS1,1903WS1,WAS07,4/22/03,9/28/03,71,0,0,,
538,1904,AL,BOS,1904BOS,BOS06,4/18/04,10/8/04,81,0,0,,
539,1904,NL,BRO,1904BRO,NYC12,4/14/04,10/8/04,76,0,0,,
540,1904,NL,BSN,1904BSN,BOS05,4/21/04,10/5/04,79,0,0,,
541,1904,AL,CHA,1904CHA,CHI09,4/14/04,10/9/04,78,0,0,,
542,1904,NL,CHN,1904CHN,CHI08,4/21/04,10/9/04,78,0,0,,
543,1904,NL,CIN,1904CIN,CIN06,4/14/04,9/13/04,79,0,0,,
544,1904,AL,CLE,1904CLE,CLE05,4/22/04,10/6/04,78,0,0,,
545,1904,AL,DET,1904DET,DET02,4/22/04,10/8/04,79,0,0,,
546,1904,NL,NY1,1904NY1,NYC10,4/21/04,10/4/04,84,0,0,,
547,1904,AL,NYA,1904NYA,NWK01,7/17/04,7/17/04,1,0,0,,
548,1904,AL,NYA,1904NYA,NYC13,4/14/04,10/10/04,74,0,0,,
549,1904,AL,PHA,1904PHA,PHI10,4/21/04,9/16/04,79,0,0,,
550,1904,NL,PHI,1904PHI,PHI09,4/14/04,10/8/04,73,0,0,,
551,1904,NL,PIT,1904PIT,PIT05,4/21/04,10/8/04,78,0,0,,
552,1904,AL,SLA,1904SLA,STL06,4/14/04,10/5/04,78,0,0,,
553,1904,NL,SLN,1904SLN,STL05,4/15/04,10/9/04,76,0,0,,
554,1904,AL,WS1,1904WS1,WAS08,4/14/04,10/10/04,78,0,0,,
555,1905,AL,BOS,1905BOS,BOS06,4/21/05,10/7/05,77,0,0,,
556,1905,NL,BRO,1905BRO,NYC12,4/14/05,10/7/05,77,0,0,,
557,1905,NL,BSN,1905BSN,BOS05,4/18/05,9/20/05,76,0,0,,
558,1905,AL,CHA,1905CHA,CHI09,4/14/05,9/17/05,82,0,0,,
559,1905,NL,CHN,1905CHN,CHI08,4/19/05,10/8/05,81,0,0,,
560,1905,NL,CIN,1905CIN,CIN06,4/14/05,10/8/05,79,0,0,,
561,1905,AL,CLE,1905CLE,CLE05,4/15/05,10/7/05,77,0,0,,
562,1905,AL,DET,1905DET,COL04,7/23/05,7/24/05,2,0,0,,
563,1905,AL,DET,1905DET,DET02,4/19/05,9/16/05,74,0,0,,
564,1905,NL,NY1,1905NY1,NYC10,4/14/05,10/7/05,76,0,0,,
565,1905,AL,NYA,1905NYA,NYC13,4/22/05,10/3/05,75,0,0,,
566,1905,AL,PHA,1905PHA,PHI10,4/14/05,10/4/05,74,0,0,,
567,1905,NL,PHI,1905PHI,PHI09,4/22/05,9/20/05,76,0,0,,
568,1905,NL,PIT,1905PIT,PIT05,4/19/05,10/7/05,78,0,0,,
569,1905,AL,SLA,1905SLA,STL06,4/19/05,10/8/05,79,0,0,,
570,1905,NL,SLN,1905SLN,STL05,4/14/05,10/3/05,77,0,0,,
571,1905,AL,WS1,1905WS1,WAS08,4/14/05,10/7/05,77,0,0,,
572,1906,AL,BOS,1906BOS,BOS06,4/17/06,10/6/06,77,2,11156,,
573,1906,NL,BRO,1906BRO,NYC12,4/12/06,10/2/06,76,8,57500,,
574,1906,NL,BSN,1906BSN,BOS05,4/20/06,10/4/06,76,5,11333,,
575,1906,AL,CHA,1906CHA,CHI09,4/20/06,10/7/06,79,13,140297,,
576,1906,NL,CHN,1906CHN,CHI08,4/17/06,9/16/06,79,13,118000,,
577,1906,NL,CIN,1906CIN,CIN06,4/12/06,10/7/06,78,4,16000,,
578,1906,AL,CLE,1906CLE,CLE05,4/30/06,10/3/06,79,1,11081,,
579,1906,AL,DET,1906DET,DET02,4/17/06,9/28/06,78,1,317,,
580,1906,NL,NY1,1906NY1,NYC10,4/20/06,10/5/06,75,10,104450,,
581,1906,AL,NYA,1906NYA,NYC13,4/14/06,9/12/06,76,5,44500,,
582,1906,AL,PHA,1906PHA,PHI10,4/18/06,10/3/06,73,6,74970,,
583,1906,NL,PHI,1906PHI,PHI09,4/12/06,10/1/06,77,1,4582,,
584,1906,NL,PIT,1906PIT,PIT05,4/17/06,10/4/06,77,7,79717,,
585,1906,AL,SLA,1906SLA,STL06,4/17/06,10/7/06,76,3,20800,,
586,1906,NL,SLN,1906SLN,STL05,4/12/06,10/7/06,77,2,25000,,
587,1906,AL,WS1,1906WS1,WAS08,4/14/06,10/3/06,75,6,26933,,
588,1907,AL,BOS,1907BOS,BOS06,4/16/07,10/3/07,78,0,0,,
589,1907,NL,BRO,1907BRO,NYC12,4/16/07,9/17/07,77,0,0,,
590,1907,NL,BSN,1907BSN,BOS05,4/12/07,10/5/07,74,0,0,,
591,1907,AL,CHA,1907CHA,CHI09,4/18/07,10/6/07,79,0,0,,
592,1907,NL,CHN,1907CHN,CHI08,4/11/07,10/2/07,76,0,0,,
593,1907,NL,CIN,1907CIN,CIN06,4/11/07,10/6/07,81,0,0,,
594,1907,AL,CLE,1907CLE,CLE05,4/18/07,9/19/07,82,0,0,,
595,1907,AL,DET,1907DET,DET02,4/11/07,9/18/07,79,0,0,,
596,1907,NL,NY1,1907NY1,NYC10,4/11/07,9/10/07,77,0,0,,
597,1907,AL,NYA,1907NYA,NYC13,4/16/07,10/5/07,75,0,0,,
598,1907,AL,PHA,1907PHA,PHI10,4/11/07,10/3/07,73,0,0,,
599,1907,NL,PHI,1907PHI,PHI09,4/16/07,10/5/07,75,0,0,,
600,1907,NL,PIT,1907PIT,PIT05,4/17/07,10/3/07,77,0,0,,
601,1907,AL,SLA,1907SLA,STL06,4/11/07,10/6/07,76,0,0,,
602,1907,NL,SLN,1907SLN,STL05,4/19/07,10/6/07,79,0,0,,
603,1907,AL,WS1,1907WS1,WAS08,4/11/07,10/5/07,75,0,0,,
604,1908,AL,BOS,1908BOS,BOS06,4/14/08,10/7/08,77,77,543686,,
605,1908,NL,BRO,1908BRO,NYC12,4/14/08,10/3/08,77,59,195800,,
606,1908,NL,BSN,1908BSN,BOS05,4/22/08,9/30/08,78,78,294435,,
607,1908,AL,CHA,1908CHA,CHI09,4/14/08,10/6/08,78,8,88500,,
608,1908,NL,CHN,1908CHN,CHI08,4/22/08,10/4/08,78,33,306047,,
609,1908,NL,CIN,1908CIN,CIN06,4/14/08,10/4/08,77,45,200750,,
610,1908,AL,CLE,1908CLE,CLE05,4/14/08,10/3/08,78,16,70019,,
611,1908,AL,DET,1908DET,DET02,4/17/08,10/3/08,78,17,80327,,
612,1908,NL,NY1,1908NY1,NYC10,4/22/08,10/8/08,80,78,1021300,,
613,1908,AL,NYA,1908NYA,NYC13,4/14/08,10/3/08,77,73,334200,,
614,1908,AL,PHA,1908PHA,PHI10,4/22/08,10/3/08,78,34,187654,,
615,1908,NL,PHI,1908PHI,PHI09,4/14/08,10/7/08,78,31,204591,,
616,1908,NL,PIT,1908PIT,PIT05,4/22/08,9/30/08,77,52,293064,,
617,1908,AL,SLA,1908SLA,STL06,4/24/08,10/6/08,78,15,70395,,
618,1908,NL,SLN,1908SLN,STL05,4/15/08,10/3/08,77,36,173483,,
