id,year,league,team,teamID,parkID,spanFirst,spanLast,games,openings,attendance,createdAt,updatedAt
1553,1963,NL,PIT,1963PIT,PIT06,4/9/63,9/18/63,81,70,783735,,
1554,1963,NL,SFN,1963SFN,SFO02,4/16/63,9/29/63,81,76,1570924,,
1555,1963,NL,SLN,1963SLN,STL07,4/13/63,9/29/63,81,73,1169364,,
1556,1963,AL,WS2,1963WS2,WAS10,4/8/63,9/18/63,80,68,543631,,
1557,1964,AL,BAL,1964BAL,BAL11,4/17/64,10/3/64,82,69,1126449,,
1558,1964,AL,BOS,1964BOS,BOS07,4/17/64,10/4/64,81,75,883279,,
1559,1964,AL,CHA,1964CHA,CHI10,4/14/64,10/4/64,81,67,1249413,,
1560,1964,NL,CHN,1964CHN,CHI11,4/17/64,9/27/64,81,70,751639,,
1561,1964,NL,CIN,1964CIN,CIN07,4/13/64,10/4/64,82,71,863670,,
1562,1964,AL,CLE,1964CLE,CLE07,4/14/64,9/27/64,82,65,653293,,
1563,1964,AL,DET,1964DET,DET04,4/14/64,9/27/64,82,66,815921,,
1564,1964,NL,HOU,1964HOU,HOU01,4/16/64,9/27/64,81,79,726155,,
1565,1964,AL,KC1,1964KC1,KAN05,4/21/64,9/27/64,81,70,635465,,
1566,1964,AL,LAA,1964LAA,LOS03,4/21/64,9/27/64,81,72,760611,,
1567,1964,NL,LAN,1964LAN,LOS03,4/14/64,10/4/64,81,77,2234498,,
1568,1964,AL,MIN,1964MIN,MIN02,4/22/64,10/4/64,82,79,1207508,,
1569,1964,NL,ML1,1964ML1,MIL05,4/22/64,10/4/64,81,73,912022,,
1570,1964,AL,NYA,1964NYA,NYC16,4/16/64,10/4/64,81,67,1305638,,
1571,1964,NL,NYN,1964NYN,NYC17,4/17/64,9/27/64,82,66,1734389,,
1572,1964,NL,PHI,1964PHI,PHI11,4/14/64,9/27/64,81,73,1425972,,
1573,1964,NL,PIT,1964PIT,PIT06,4/14/64,9/27/64,81,70,759498,,
1574,1964,NL,SFN,1964SFN,SFO02,4/14/64,10/4/64,81,76,1503544,,
1575,1964,NL,SLN,1964SLN,STL07,4/22/64,10/4/64,81,76,1142667,,
1576,1964,AL,WS2,1964WS2,WAS10,4/13/64,9/27/64,81,70,595271,,
1577,1965,AL,BAL,1965BAL,BAL11,4/13/65,9/30/65,79,68,784803,,
1578,1965,AL,BOS,1965BOS,BOS07,4/17/65,10/3/65,81,72,651761,,
1579,1965,AL,CAL,1965CAL,LOS03,4/13/65,9/22/65,80,69,570253,,
1580,1965,AL,CHA,1965CHA,CHI10,4/15/65,10/3/65,81,67,1133319,,
1581,1965,NL,CHN,1965CHN,CHI11,4/12/65,9/26/65,83,70,632788,,
1582,1965,NL,CIN,1965CIN,CIN07,4/12/65,9/22/65,81,73,1048540,,
1583,1965,AL,CLE,1965CLE,CLE07,4/21/65,10/3/65,82,72,962727,,
1584,1965,AL,DET,1965DET,DET04,4/21/65,9/26/65,81,67,1029735,,
1585,1965,NL,HOU,1965HOU,HOU02,4/12/65,10/3/65,81,80,2151470,,
1586,1965,AL,KC1,1965KC1,KAN05,4/12/65,9/26/65,81,70,523276,,
1587,1965,NL,LAN,1965LAN,LOS03,4/20/65,10/3/65,81,78,2560648,,
1588,1965,AL,MIN,1965MIN,MIN02,4/12/65,10/3/65,81,77,1463288,,
1589,1965,NL,ML1,1965ML1,MIL05,4/15/65,9/22/65,81,73,555668,,
1590,1965,AL,NYA,1965NYA,NYC16,4/21/65,9/26/65,83,69,1304296,,
1591,1965,NL,NYN,1965NYN,NYC17,4/12/65,10/3/65,82,68,1755366,,
1592,1965,NL,PHI,1965PHI,PHI11,4/14/65,9/29/65,80,73,1166099,,
1593,1965,NL,PIT,1965PIT,PIT06,4/12/65,10/3/65,82,73,916743,,
1594,1965,NL,SFN,1965SFN,SFO02,4/20/65,10/3/65,81,76,1546066,,
1595,1965,NL,SLN,1965SLN,STL07,4/15/65,9/22/65,81,75,1234891,,
1596,1965,AL,WS2,1965WS2,WAS10,4/12/65,10/3/65,81,67,562913,,
1597,1966,NL,ATL,1966ATL,ATL01,4/12/66,9/28/66,82,76,1539796,,
1598,1966,AL,BAL,1966BAL,BAL11,4/15/66,10/2/66,79,67,1203424,,
1599,1966,AL,BOS,1966BOS,BOS07,4/12/66,9/18/66,81,68,815197,,
1600,1966,AL,CAL,1966CAL,ANA01,4/19/66,10/2/66,81,77,1407756,,
1601,1966,AL,CHA,1966CHA,CHI10,4/12/66,10/2/66,81,68,973770,,
1602,1966,NL,CHN,1966CHN,CHI11,4/19/66,9/25/66,81,70,635890,,
1603,1966,NL,CIN,1966CIN,CIN07,4/22/66,10/2/66,79,69,745156,,
1604,1966,AL,CLE,1966CLE,CLE07,4/15/66,9/21/66,81,71,920251,,
1605,1966,AL,DET,1966DET,DET04,4/15/66,10/2/66,81,70,1124294,,
1606,1966,NL,HOU,1966HOU,HOU02,4/18/66,9/25/66,81,80,1878398,,
1607,1966,AL,KC1,1966KC1,KAN05,4/19/66,9/25/66,81,70,773599,,
1608,1966,NL,LAN,1966LAN,LOS03,4/12/66,9/21/66,81,78,2617056,,
1609,1966,AL,MIN,1966MIN,MIN02,4/12/66,9/28/66,81,77,1259556,,
1610,1966,AL,NYA,1966NYA,NYC16,4/12/66,9/25/66,82,69,1224803,,
1611,1966,NL,NYN,1966NYN,NYC17,4/15/66,10/2/66,81,69,1933834,,
1612,1966,NL,PHI,1966PHI,PHI11,4/15/66,10/2/66,81,74,1108191,,
1613,1966,NL,PIT,1966PIT,PIT06,4/15/66,10/2/66,81,75,1196618,,
1614,1966,NL,SFN,1966SFN,SFO02,4/12/66,9/21/66,81,77,1657192,,
1615,1966,NL,SLN,1966SLN,STL07,4/13/66,5/8/66,10,10,122157,,
1616,1966,NL,SLN,1966SLN,STL09,5/12/66,10/2/66,71,66,1590563,,
1617,1966,AL,WS2,1966WS2,WAS10,4/11/66,9/26/66,78,66,589817,,
1618,1967,NL,ATL,1967ATL,ATL01,4/13/67,10/1/67,81,80,1379214,,
1619,1967,AL,BAL,1967BAL,BAL11,4/11/67,9/26/67,77,64,854902,,
1620,1967,AL,BOS,1967BOS,BOS07,4/12/67,10/1/67,81,72,1694362,,
1621,1967,AL,CAL,1967CAL,ANA01,4/11/67,9/20/67,83,75,1318067,,
1622,1967,AL,CHA,1967CHA,CHI10,4/15/67,10/1/67,82,62,986471,,
1623,1967,NL,CHN,1967CHN,CHI11,4/11/67,9/26/67,84,69,977226,,
1624,1967,NL,CIN,1967CIN,CIN07,4/10/67,10/1/67,81,73,957700,,
1625,1967,AL,CLE,1967CLE,CLE07,4/19/67,10/1/67,81,72,666463,,
1626,1967,AL,DET,1967DET,DET04,4/18/67,10/1/67,82,67,1458411,,
1627,1967,NL,HOU,1967HOU,HOU02,4/11/67,9/27/67,81,80,1348285,,
1628,1967,AL,KC1,1967KC1,KAN05,4/11/67,9/27/67,81,68,660747,,
1629,1967,NL,LAN,1967LAN,LOS03,4/18/67,10/1/67,81,77,1665034,,
1630,1967,AL,MIN,1967MIN,MIN02,4/14/67,9/27/67,81,76,1481259,,
1631,1967,AL,NYA,1967NYA,NYC16,4/14/67,10/1/67,82,69,1142656,,
1632,1967,NL,NYN,1967NYN,NYC17,4/11/67,9/24/67,78,67,1565500,,
1633,1967,NL,PHI,1967PHI,PHI11,4/14/67,9/20/67,80,71,825512,,
1634,1967,NL,PIT,1967PIT,PIT06,4/14/67,10/1/67,81,75,909012,,
1635,1967,NL,SFN,1967SFN,SFO02,4/18/67,10/1/67,82,74,1242500,,
1636,1967,NL,SLN,1967SLN,STL09,4/11/67,9/24/67,81,75,2089645,,
1637,1967,AL,WS2,1967WS2,WAS10,4/10/67,9/24/67,80,69,765788,,
1638,1968,NL,ATL,1968ATL,ATL01,4/12/68,9/29/68,81,80,1146398,,
1639,1968,AL,BAL,1968BAL,BAL11,4/10/68,9/27/68,80,71,876084,,
1640,1968,AL,BOS,1968BOS,BOS07,4/16/68,9/29/68,81,76,1882655,,
1641,1968,AL,CAL,1968CAL,ANA01,4/17/68,9/29/68,81,80,1025956,,
1642,1968,AL,CHA,1968CHA,CHI10,4/10/68,9/22/68,72,58,537050,,
1643,1968,AL,CHA,1968CHA,MIL05,5/15/68,8/26/68,9,9,264297,,
1644,1968,NL,CHN,1968CHN,CHI11,4/13/68,9/29/68,82,71,1043409,,
1645,1968,NL,CIN,1968CIN,CIN07,4/10/68,9/29/68,82,75,733354,,
1646,1968,AL,CLE,1968CLE,CLE07,4/11/68,9/22/68,81,73,856815,,
1647,1968,AL,DET,1968DET,DET04,4/10/68,9/29/68,81,73,2032257,,
1648,1968,NL,HOU,1968HOU,HOU02,4/10/68,9/25/68,81,81,1326718,,
1649,1968,NL,LAN,1968LAN,LOS03,4/10/68,9/22/68,81,78,1581093,,
1650,1968,AL,MIN,1968MIN,MIN02,4/17/68,9/22/68,81,76,1141103,,
1651,1968,AL,NYA,1968NYA,NYC16,4/10/68,9/25/68,82,64,1124049,,
1652,1968,NL,NYN,1968NYN,NYC17,4/17/68,9/29/68,82,69,1781657,,
1653,1968,AL,OAK,1968OAK,OAK01,4/17/68,9/29/68,83,78,857017,,
1654,1968,NL,PHI,1968PHI,PHI11,4/17/68,9/22/68,81,69,668040,,
1655,1968,NL,PIT,1968PIT,PIT06,4/17/68,9/25/68,81,70,693386,,
1656,1968,NL,SFN,1968SFN,SFO02,4/10/68,9/22/68,81,75,837224,,
1657,1968,NL,SLN,1968SLN,STL09,4/10/68,9/29/68,81,76,2011567,,
1658,1968,AL,WS2,1968WS2,WAS10,4/10/68,9/25/68,81,71,541282,,
1659,1969,NL,ATL,1969ATL,ATL01,4/7/69,10/2/69,81,74,1501047,,
1660,1969,AL,BAL,1969BAL,BAL11,4/8/69,10/1/69,81,73,1012368,,
1661,1969,AL,BOS,1969BOS,BOS07,4/14/69,9/28/69,81,76,1837449,,
1662,1969,AL,CAL,1969CAL,ANA01,4/8/69,9/24/69,81,77,758728,,
1663,1969,AL,CHA,1969CHA,CHI10,4/16/69,9/28/69,70,59,394865,,
1664,1969,AL,CHA,1969CHA,MIL05,4/23/69,9/26/69,11,11,198211,,
1665,1969,NL,CHN,1969CHN,CHI11,4/8/69,10/2/69,82,76,1674953,,
1666,1969,NL,CIN,1969CIN,CIN07,4/7/69,9/28/69,81,73,987991,,
1667,1969,AL,CLE,1969CLE,CLE07,4/11/69,9/25/69,81,72,628942,,
1668,1969,AL,DET,1969DET,DET04,4/8/69,9/25/69,81,77,1584063,,
1669,1969,NL,HOU,1969HOU,HOU02,4/11/69,9/24/69,81,80,1442995,,
1670,1969,AL,KCA,1969KCA,KAN05,4/8/69,10/2/69,82,73,902380,,
1671,1969,NL,LAN,1969LAN,LOS03,4/15/69,10/2/69,81,78,1794527,,
1672,1969,AL,MIN,1969MIN,MIN02,4/18/69,10/2/69,81,78,1319387,,
1673,1969,NL,MON,1969MON,MON01,4/14/69,9/28/69,81,72,1213277,,
1674,1969,AL,NYA,1969NYA,NYC16,4/15/69,10/1/69,80,67,1077387,,
1675,1969,NL,NYN,1969NYN,NYC17,4/8/69,9/24/69,82,70,2192091,,
1676,1969,AL,OAK,1969OAK,OAK01,4/8/69,9/28/69,81,72,778395,,
1677,1969,NL,PHI,1969PHI,PHI11,4/14/69,9/28/69,81,71,519401,,
1678,1969,NL,PIT,1969PIT,PIT06,4/11/69,10/2/69,81,70,769349,,
1679,1969,NL,SDN,1969SDN,SAN01,4/8/69,9/24/69,81,75,626847,,
1680,1969,AL,SE1,1969SE1,SEA01,4/11/69,10/2/69,82,74,668215,,
1681,1969,NL,SFN,1969SFN,SFO02,4/17/69,10/2/69,81,74,873603,,
1682,1969,NL,SLN,1969SLN,STL09,4/8/69,10/2/69,80,76,1682673,,
1683,1969,AL,WS2,1969WS2,WAS10,4/7/69,10/1/69,81,75,914227,,
1684,1970,NL,ATL,1970ATL,ATL01,4/13/70,9/27/70,81,74,1078800,,
1685,1970,AL,BAL,1970BAL,BAL11,4/10/70,10/1/70,81,75,1027904,,
1686,1970,AL,BOS,1970BOS,BOS07,4/14/70,9/30/70,81,77,1594593,,
1687,1970,AL,CAL,1970CAL,ANA01,4/14/70,10/1/70,81,80,1098557,,
1688,1970,AL,CHA,1970CHA,CHI10,4/7/70,9/27/70,84,69,494411,,
1689,1970,NL,CHN,1970CHN,CHI11,4/14/70,9/17/70,80,72,1642523,,
1690,1970,NL,CIN,1970CIN,CIN07,4/6/70,6/24/70,36,34,566928,,
1691,1970,NL,CIN,1970CIN,CIN08,6/30/70,10/1/70,45,43,1245302,,
1692,1970,AL,CLE,1970CLE,CLE07,4/7/70,9/27/70,81,72,728209,,
1693,1970,AL,DET,1970DET,DET04,4/14/70,10/1/70,81,75,1481364,,
1694,1970,NL,HOU,1970HOU,HOU02,4/10/70,10/1/70,81,80,1247444,,
1695,1970,AL,KCA,1970KCA,KAN05,4/7/70,9/27/70,79,72,692986,,
1696,1970,NL,LAN,1970LAN,LOS03,4/7/70,9/23/70,81,78,1697141,,
1697,1970,AL,ML4,1970ML4,MIL05,4/7/70,9/24/70,81,73,935496,,
1698,1970,AL,MIN,1970MIN,MIN02,4/11/70,10/1/70,81,76,1251138,,
1699,1970,NL,MON,1970MON,MON01,4/8/70,9/27/70,80,74,1424449,,
1700,1970,AL,NYA,1970NYA,NYC16,4/7/70,9/27/70,81,69,1136873,,
1701,1970,NL,NYN,1970NYN,NYC17,4/14/70,10/1/70,82,74,2697456,,
1702,1970,AL,OAK,1970OAK,OAK01,4/13/70,10/1/70,81,77,778436,,
1703,1970,NL,PHI,1970PHI,PHI11,4/7/70,10/1/70,80,73,708247,,
1704,1970,NL,PIT,1970PIT,PIT06,4/7/70,6/28/70,42,40,386907,,
1705,1970,NL,PIT,1970PIT,PIT07,7/16/70,9/27/70,40,36,955100,,
1706,1970,NL,SDN,1970SDN,SAN01,4/7/70,10/1/70,81,73,633369,,
1707,1970,NL,SFN,1970SFN,SFO02,4/7/70,9/27/70,81,72,740404,,
1708,1970,NL,SLN,1970SLN,STL09,4/10/70,10/1/70,81,75,1627777,,
1709,1970,AL,WS2,1970WS2,WAS10,4/6/70,9/27/70,81,79,824750,,
1710,1971,NL,ATL,1971ATL,ATL01,4/9/71,9/30/71,82,76,1006320,,
1711,1971,AL,BAL,1971BAL,BAL11,4/7/71,9/29/71,77,64,1033035,,
1712,1971,AL,BOS,1971BOS,BOS07,4/6/71,9/26/71,80,75,1630612,,
1713,1971,AL,CAL,1971CAL,ANA01,4/6/71,9/26/71,81,79,926253,,
1714,1971,AL,CHA,1971CHA,CHI10,4/9/71,9/30/71,81,69,832388,,
1715,1971,NL,CHN,1971CHN,CHI11,4/6/71,9/26/71,81,77,1653007,,
1716,1971,NL,CIN,1971CIN,CIN08,4/5/71,9/26/71,81,76,1501125,,
1717,1971,AL,CLE,1971CLE,CLE07,4/8/71,9/29/71,81,72,591298,,
1718,1971,AL,DET,1971DET,DET04,4/6/71,9/26/71,81,77,1591037,,
1719,1971,NL,HOU,1971HOU,HOU02,4/5/71,9/23/71,81,79,1260897,,
1720,1971,AL,KCA,1971KCA,KAN05,4/12/71,9/26/71,81,72,910784,,
1721,1971,NL,LAN,1971LAN,LOS03,4/9/71,9/30/71,81,78,2064549,,
1722,1971,AL,ML4,1971ML4,MIL05,4/10/71,9/19/71,82,75,731533,,
1723,1971,AL,MIN,1971MIN,MIN02,4/6/71,9/30/71,79,75,940848,,
1724,1971,NL,MON,1971MON,MON01,4/13/71,9/30/71,80,72,1293053,,
1725,1971,AL,NYA,1971NYA,NYC16,4/13/71,9/22/71,81,70,1074518,,
1726,1971,NL,NYN,1971NYN,NYC17,4/6/71,9/30/71,81,75,2313931,,
1727,1971,AL,OAK,1971OAK,OAK01,4/7/71,9/29/71,81,73,907835,,
1728,1971,NL,PHI,1971PHI,PHI12,4/10/71,9/30/71,81,75,1511073,,
1729,1971,NL,PIT,1971PIT,PIT07,4/6/71,9/19/71,80,77,1540368,,
1730,1971,NL,SDN,1971SDN,SAN01,4/6/71,9/30/71,81,69,549075,,
1731,1971,NL,SFN,1971SFN,SFO02,4/12/71,9/19/71,81,72,1119834,,
1732,1971,NL,SLN,1971SLN,STL09,4/10/71,9/26/71,82,79,1604431,,
1733,1971,AL,WS2,1971WS2,WAS10,4/5/71,9/30/71,81,77,655156,,
1734,1972,NL,ATL,1972ATL,ATL01,4/17/72,10/4/72,78,70,761542,,
1735,1972,AL,BAL,1972BAL,BAL11,4/16/72,10/1/72,77,70,924245,,
1736,1972,AL,BOS,1972BOS,BOS07,4/17/72,9/28/72,78,74,1423484,,
1737,1972,AL,CAL,1972CAL,ANA01,4/15/72,10/4/72,80,78,736804,,
1738,1972,AL,CHA,1972CHA,CHI10,4/18/72,9/27/72,78,66,1198654,,
1739,1972,NL,CHN,1972CHN,CHI11,4/15/72,10/4/72,77,75,1330571,,
1740,1972,NL,CIN,1972CIN,CIN08,4/15/72,10/4/72,76,71,1628077,,
1741,1972,AL,CLE,1972CLE,CLE07,4/15/72,10/3/72,77,65,759774,,
1742,1972,AL,DET,1972DET,DET04,4/15/72,10/4/72,78,75,1938791,,
1743,1972,NL,HOU,1972HOU,HOU02,4/15/72,9/27/72,77,76,1464244,,
1744,1972,AL,KCA,1972KCA,KAN05,4/15/72,10/4/72,77,70,717082,,
1745,1972,NL,LAN,1972LAN,LOS03,4/21/72,9/27/72,75,73,1860498,,
1746,1972,AL,ML4,1972ML4,MIL05,4/22/72,9/24/72,79,68,600419,,
1747,1972,AL,MIN,1972MIN,MIN02,4/23/72,10/4/72,74,69,807571,,
1748,1972,NL,MON,1972MON,MON01,4/18/72,10/4/72,78,73,1149506,,
1749,1972,AL,NYA,1972NYA,NYC16,4/18/72,10/4/72,77,62,967715,,
1750,1972,NL,NYN,1972NYN,NYC17,4/15/72,9/24/72,78,72,2134194,,
1751,1972,AL,OAK,1972OAK,OAK01,4/15/72,9/28/72,77,70,927544,,
1752,1972,NL,PHI,1972PHI,PHI12,4/17/72,9/28/72,79,77,1481637,,
1753,1972,NL,PIT,1972PIT,PIT07,4/18/72,10/4/72,78,73,1520969,,
1754,1972,NL,SDN,1972SDN,SAN01,4/15/72,10/1/72,80,70,643273,,
1755,1972,NL,SFN,1972SFN,SFO02,4/21/72,10/4/72,77,69,645578,,
1756,1972,NL,SLN,1972SLN,STL09,4/15/72,9/27/72,77,72,1196894,,
1757,1972,AL,TEX,1972TEX,ARL01,4/21/72,10/1/72,77,75,667287,,
1758,1973,NL,ATL,1973ATL,ATL01,4/6/73,9/30/73,81,68,802848,,
1759,1973,AL,BAL,1973BAL,BAL11,4/6/73,9/29/73,81,72,960307,,
1760,1973,AL,BOS,1973BOS,BOS07,4/6/73,9/30/73,81,77,1483301,,
1761,1973,AL,CAL,1973CAL,ANA01,4/6/73,9/30/73,81,80,1057631,,
1762,1973,AL,CHA,1973CHA,CHI10,4/11/73,9/27/73,81,75,1315260,,
1763,1973,NL,CHN,1973CHN,CHI11,4/6/73,10/1/73,80,73,1351971,,
1764,1973,NL,CIN,1973CIN,CIN08,4/5/73,9/30/73,81,75,2017821,,
1765,1973,AL,CLE,1973CLE,CLE07,4/7/73,9/26/73,81,68,605066,,
1766,1973,AL,DET,1973DET,DET04,4/11/73,9/24/73,81,78,1724146,,
1767,1973,NL,HOU,1973HOU,HOU02,4/9/73,9/26/73,81,80,1393998,,
1768,1973,AL,KCA,1973KCA,KAN06,4/10/73,9/23/73,81,74,1345441,,
1769,1973,NL,LAN,1973LAN,LOS03,4/11/73,9/23/73,81,80,2139452,,
1770,1973,AL,ML4,1973ML4,MIL05,4/13/73,9/27/73,81,73,1092244,,
1771,1973,AL,MIN,1973MIN,MIN02,4/13/73,9/23/73,81,76,907499,,
1772,1973,NL,MON,1973MON,MON01,4/14/73,9/24/73,81,73,1246863,,
1773,1973,AL,NYA,1973NYA,NYC16,4/9/73,9/30/73,81,72,1262039,,
1774,1973,NL,NYN,1973NYN,NYC17,4/6/73,9/26/73,81,73,1914695,,
1775,1973,AL,OAK,1973OAK,OAK01,4/6/73,9/30/73,81,79,1000045,,
1776,1973,NL,PHI,1973PHI,PHI12,4/10/73,9/23/73,81,75,1475932,,
1777,1973,NL,PIT,1973PIT,PIT07,4/6/73,10/1/73,81,72,1318558,,
1778,1973,NL,SDN,1973SDN,SAN01,4/6/73,9/29/73,81,75,612005,,
1779,1973,NL,SFN,1973SFN,SFO02,4/9/73,9/23/73,81,74,834415,,
1780,1973,NL,SLN,1973SLN,STL09,4/11/73,9/30/73,81,79,1573906,,
1781,1973,AL,TEX,1973TEX,ARL01,4/7/73,9/30/73,81,74,686162,,
1782,1974,NL,ATL,1974ATL,ATL01,4/8/74,10/2/74,81,75,981083,,
1783,1974,AL,BAL,1974BAL,BAL11,4/5/74,9/29/74,81,74,962620,,
1784,1974,AL,BOS,1974BOS,BOS07,4/11/74,10/2/74,81,78,1558391,,
1785,1974,AL,CAL,1974CAL,ANA01,4/9/74,10/2/74,81,77,905399,,
1786,1974,AL,CHA,1974CHA,CHI10,4/5/74,10/2/74,82,76,1166453,,
1787,1974,NL,CHN,1974CHN,CHI11,4/9/74,9/29/74,81,74,1015378,,
1788,1974,NL,CIN,1974CIN,CIN08,4/4/74,9/29/74,82,74,2134250,,
1789,1974,AL,CLE,1974CLE,CLE07,4/10/74,9/29/74,81,73,1111450,,
1790,1974,AL,DET,1974DET,DET04,4/9/74,10/2/74,81,75,1245346,,
1791,1974,NL,HOU,1974HOU,HOU02,4/12/74,10/2/74,81,80,1093105,,
1792,1974,AL,KCA,1974KCA,KAN06,4/5/74,9/29/74,81,78,1174292,,
1793,1974,NL,LAN,1974LAN,LOS03,4/5/74,9/25/74,81,80,2629474,,
1794,1974,AL,ML4,1974ML4,MIL05,4/5/74,10/2/74,81,72,938822,,
1795,1974,AL,MIN,1974MIN,MIN02,4/9/74,10/2/74,82,77,667511,,
1796,1974,NL,MON,1974MON,MON01,4/16/74,10/1/74,80,70,1019132,,
1797,1974,AL,NYA,1974NYA,NYC17,4/6/74,9/25/74,81,72,1290480,,
1798,1974,NL,NYN,1974NYN,NYC17,4/10/74,10/2/74,81,71,1727328,,
1799,1974,AL,OAK,1974OAK,OAK01,4/13/74,9/29/74,81,76,836662,,
1800,1974,NL,PHI,1974PHI,PHI12,4/6/74,9/25/74,81,76,1792067,,
1801,1974,NL,PIT,1974PIT,PIT07,4/10/74,10/2/74,81,72,1110737,,
1802,1974,NL,SDN,1974SDN,SAN01,4/9/74,9/28/74,81,76,1075471,,
1803,1974,NL,SFN,1974SFN,SFO02,4/5/74,10/2/74,81,74,519991,,
1804,1974,NL,SLN,1974SLN,STL09,4/5/74,9/25/74,81,76,1838413,,
1805,1974,AL,TEX,1974TEX,ARL01,4/4/74,9/26/74,80,76,1193867,,
1806,1975,NL,ATL,1975ATL,ATL01,4/15/75,9/24/75,80,73,534552,,
1807,1975,AL,BAL,1975BAL,BAL11,4/11/75,9/24/75,77,68,1002125,,
1808,1975,AL,BOS,1975BOS,BOS07,4/8/75,9/28/75,81,77,1748518,,
1809,1975,AL,CAL,1975CAL,ANA01,4/7/75,9/23/75,81,76,1058103,,
1810,1975,AL,CHA,1975CHA,CHI10,4/15/75,9/21/75,81,74,770802,,
1811,1975,NL,CHN,1975CHN,CHI11,4/10/75,9/28/75,81,76,1034819,,
1812,1975,NL,CIN,1975CIN,CIN08,4/7/75,9/28/75,81,75,2315603,,
1813,1975,AL,CLE,1975CLE,CLE07,4/8/75,9/24/75,80,69,977056,,
1814,1975,AL,DET,1975DET,DET04,4/10/75,9/21/75,80,73,1038439,,
1815,1975,NL,HOU,1975HOU,HOU02,4/7/75,9/24/75,81,79,857444,,
1816,1975,AL,KCA,1975KCA,KAN06,4/11/75,9/25/75,81,77,1151805,,
1817,1975,NL,LAN,1975LAN,LOS03,4/14/75,9/28/75,81,80,2552103,,
1818,1975,AL,ML4,1975ML4,MIL05,4/11/75,9/28/75,81,73,1213363,,
1819,1975,AL,MIN,1975MIN,MIN02,4/15/75,9/28/75,82,73,737156,,
1820,1975,NL,MON,1975MON,MON01,4/18/75,9/24/75,81,72,908202,,
1821,1975,AL,NYA,1975NYA,NYC17,4/11/75,9/28/75,78,68,1288046,,
1822,1975,NL,NYN,1975NYN,NYC17,4/8/75,9/21/75,81,76,1730766,,
1823,1975,AL,OAK,1975OAK,OAK01,4/8/75,9/28/75,81,77,1077597,,
1824,1975,NL,PHI,1975PHI,PHI12,4/11/75,9/28/75,81,74,1908969,,
1825,1975,NL,PIT,1975PIT,PIT07,4/11/75,9/24/75,80,73,1270013,,
1826,1975,NL,SDN,1975SDN,SAN01,4/10/75,9/28/75,81,77,1281747,,
1827,1975,NL,SFN,1975SFN,SFO02,4/11/75,9/21/75,81,74,522902,,
1828,1975,NL,SLN,1975SLN,STL09,4/7/75,9/28/75,82,78,1695034,,
1829,1975,AL,TEX,1975TEX,ARL01,4/8/75,9/28/75,80,76,1127663,,
1830,1976,NL,ATL,1976ATL,ATL01,4/13/76,9/29/76,81,71,817947,,
1831,1976,AL,BAL,1976BAL,BAL11,4/9/76,9/29/76,81,74,1058792,,
1832,1976,AL,BOS,1976BOS,BOS07,4/13/76,10/3/76,81,79,1895885,,
1833,1976,AL,CAL,1976CAL,ANA01,4/9/76,9/30/76,81,78,1006774,,
1834,1976,AL,CHA,1976CHA,CHI10,4/9/76,9/25/76,80,68,914942,,
1835,1976,NL,CHN,1976CHN,CHI11,4/13/76,10/3/76,81,77,1026785,,
1836,1976,NL,CIN,1976CIN,CIN08,4/8/76,10/3/76,81,75,2629708,,
1837,1976,AL,CLE,1976CLE,CLE07,4/10/76,9/30/76,79,68,949821,,
1838,1976,AL,DET,1976DET,DET04,4/13/76,9/25/76,80,74,1471533,,
1839,1976,NL,HOU,1976HOU,HOU02,4/12/76,10/2/76,82,75,886622,,
1840,1976,AL,KCA,1976KCA,KAN06,4/13/76,10/3/76,81,78,1679160,,
1841,1976,NL,LAN,1976LAN,LOS03,4/13/76,10/3/76,81,79,2386301,,
1842,1976,AL,ML4,1976ML4,MIL05,4/8/76,10/3/76,81,75,1011399,,
1843,1976,AL,MIN,1976MIN,MIN02,4/13/76,9/29/76,81,75,715394,,
1844,1976,NL,MON,1976MON,MON01,4/14/76,9/26/76,80,67,646698,,
1845,1976,AL,NYA,1976NYA,NYC16,4/15/76,10/2/76,80,74,2017932,,
1846,1976,NL,NYN,1976NYN,NYC17,4/9/76,9/29/76,82,76,1470364,,
1847,1976,AL,OAK,1976OAK,OAK01,4/17/76,10/3/76,81,79,780945,,
1848,1976,NL,PHI,1976PHI,PHI12,4/10/76,10/3/76,81,78,2480016,,
1849,1976,NL,PIT,1976PIT,PIT07,4/13/76,10/3/76,81,73,1025952,,
1850,1976,NL,SDN,1976SDN,SAN01,4/9/76,9/29/76,80,77,1458478,,
1851,1976,NL,SFN,1976SFN,SFO02,4/9/76,9/26/76,81,72,625382,,
1852,1976,NL,SLN,1976SLN,STL09,4/9/76,9/29/76,81,79,1200323,,
1853,1976,AL,TEX,1976TEX,ARL01,4/9/76,10/3/76,81,77,1161682,,
1854,1977,NL,ATL,1977ATL,ATL01,4/15/77,9/28/77,81,80,871526,,
1855,1977,AL,BAL,1977BAL,BAL11,4/7/77,9/29/77,81,80,1257033,,
1856,1977,AL,BOS,1977BOS,BOS07,4/7/77,10/1/77,80,74,2074549,,
1857,1977,AL,CAL,1977CAL,ANA01,4/15/77,9/25/77,81,76,1435133,,
1858,1977,AL,CHA,1977CHA,CHI10,4/12/77,10/2/77,81,75,1680296,,
1859,1977,NL,CHN,1977CHN,CHI11,4/7/77,9/28/77,81,75,1440753,,
